1082792	A1	1000084	1	0.0	LR
1082792	A1	1037539	2	0.0	LR
1082792	A1	1101953	3	0.0	LR
1082792	A1	1271284	4	0.0	LR
1082792	A1	1301939	5	0.0	LR
1082792	A1	1308248	6	0.0	LR
1082792	A1	1394980	7	0.0	LR
1082792	A1	1748834	8	0.0	LR
1082792	A1	1835776	9	0.0	LR
1082792	A1	187346	10	0.0	LR
1082792	A1	1874214	11	0.0	LR
1082792	A1	194808	12	0.0	LR
1082792	A1	2163284	13	0.0	LR
1082792	A1	2281318	14	0.0	LR
1082792	A1	2418026	15	0.0	LR
1082792	A1	2450088	16	0.0	LR
1082792	A1	2559804	17	0.0	LR
1082792	A1	2714034	18	0.0	LR
1082792	A1	2856950	19	0.0	LR
1082792	A1	3018977	20	0.0	LR
1082792	A1	3131721	21	0.0	LR
1082792	A1	3215905	22	0.0	LR
1082792	A1	3268069	23	0.0	LR
1082792	A1	3268070	24	0.0	LR
1082792	A1	3407961	25	0.0	LR
1082792	A1	3499316	26	0.0	LR
1082792	A1	3504540	27	0.0	LR
1082792	A1	3510528	28	0.0	LR
1082792	A1	3664004	29	0.0	LR
1082792	A1	3664009	30	0.0	LR
1082792	A1	3674509	31	0.0	LR
1082792	A1	391767	32	0.0	LR
1082792	A1	392802	33	0.0	LR
1082792	A1	3931265	34	0.0	LR
1082792	A1	3949941	35	0.0	LR
1082792	A1	396265	36	0.0	LR
1082792	A1	3975136	37	0.0	LR
1082792	A1	404315	38	0.0	LR
1082792	A1	4127888	39	0.0	LR
1082792	A1	4483530	40	0.0	LR
1082792	A1	4547247	41	0.0	LR
1082792	A1	4552135	42	0.0	LR
1082792	A1	478879	43	0.0	LR
1082792	A1	4924424	44	0.0	LR
1082792	A1	4968840	45	0.0	LR
1082792	A1	5035398	46	0.0	LR
1082792	A1	507607	47	0.0	LR
1082792	A1	5109024	48	0.0	LR
1082792	A1	5210982	49	0.0	LR
1082792	A1	5215074	50	0.0	LR
1082792	A1	5251693	51	0.0	LR
1082792	A1	5251695	52	0.0	LR
1082792	A1	5361456	53	0.0	LR
1082792	A1	5375982	54	0.0	LR
1082792	A1	5418574	55	0.0	LR
1082792	A1	5492349	56	0.0	LR
1082792	A1	5812964	57	0.0	LR
1082792	A1	584111	58	0.0	LR
1082792	A1	5951746	59	0.0	LR
1082792	A1	6050724	60	0.0	LR
1082792	A1	6053929	61	0.0	LR
1082792	A1	610552	62	0.0	LR
1082792	A1	6187752	63	0.0	LR
1082792	A1	6188986	64	0.0	LR
1082792	A1	6211818	65	0.0	LR
1082792	A1	6260169	66	0.0	LR
1082792	A1	630762	67	0.0	LR
1082792	A1	6363451	68	0.0	LR
1082792	A1	6550836	69	0.0	LR
1082792	A1	6550837	70	0.0	LR
1082792	A1	6753614	71	0.0	LR
1082792	A1	6753615	72	0.0	LR
